trade_key,variant,model_requested,model_returned,reasoning_effort,snapshot_sha256,prompt_sha256,request_timestamp,response_id,verdict,confidence,setup_class,reason_codes,risk_flags,summary,token_usage,error
EX_EN_1782076213,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,4323b2e9dcfcaed4c01363f44bc1c782813471185a3f41c43311ba261740b7fc,383facf498556ab46bdfc720d0f13e4df4c6ce497d46de74bf495053568f05cf,2026-09-24T18:27:51.190217+00:00,resp_031bf1f18ab2c1ee016ab56ba77bd887d2b793281dbee96b68,SUPPORT,0.78,bearish_momentum_continuation_into_support,"[""SHORT_ALIGNS_WITH_MARKDOWN_STRUCTURE"",""ROLLING_DISTRIBUTION_REGIME"",""BEARISH_MULTI_HORIZON_PRICE_ACTION"",""NEGATIVE_LOCAL_ORDER_FLOW"",""ENTRY_BELOW_LOCAL_AND_DAILY_VWAP"",""TP1_POSITIONED_JUST_ABOVE_QUALIFIED_SUPPORT"",""FAVORABLE_EXECUTION_VERSUS_SIGNAL"",""INITIAL_GEOMETRY_OFFERS_1R_TP1_AND_2R_TP2""]","[""ENTRY_NEAR_SHORT_TERM_RANGE_LOW"",""TP2_INTERSECTS_HIGH_CONFIDENCE_SUPPORT"",""STOP_OVERLAPS_ACTIVE_SWING_HIGH_AND_DOUBLE_TOP_LIQUIDITY"",""BROAD_3D_ACCUMULATION_CONTEXT_CONFLICT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""RECONSTRUCTED_PARTIAL_SNAPSHOT"",""DEGRADED_LONG_HORIZON_DATA"",""PRICE_VOLUME_POC_UNAVAILABLE""]","SUPPORT the executed short. The fill aligns with medium-confidence distribution and markdown structure, strongly bearish 5m-4h price action, negative local delta, and price trading below VWAP across intraday and daily horizons. Execution was effectively at the converted signal price, with balanced 1R/2R initial geometry; TP1 sits just above the nearest qualified support. Edge is moderated by entry near recent lows, TP2 extending into that support zone, the stop overlapping overhead liquidity, conflicting 3d accumulation evidence, and reconstructed/degraded data quality.","{""input_tokens"":7469,""input_tokens_details"":{""cache_write_tokens"":7466,""cached_tokens"":0},""output_tokens"":722,""output_tokens_details"":{""reasoning_tokens"":390},""total_tokens"":8191}",
EX_EN_1782076213,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,4323b2e9dcfcaed4c01363f44bc1c782813471185a3f41c43311ba261740b7fc,d513ab79f5e216bee4476012a09e88dfddf794780066a8f98f350fd77f94d3df,2026-09-24T18:28:00.748881+00:00,resp_036ce5bc9748963b016ab56bb1061c87d2b03e2a8ea96c07e9,REJECT,0.78,exhaustion,"[""SHORT_ALIGNED_WITH_LOCAL_NEGATIVE_DELTA"",""PRICE_BELOW_SIGNAL_AND_CANONICAL_VWAPS"",""ENTRY_NEAR_60M_240M_AND_1D_RANGE_LOWS"",""LATE_ENTRY_AFTER_SHARP_LOCAL_DECLINE"",""SIGNIFICANT_SUPPORT_LIMITS_DOWNSIDE_EDGE"",""SIGNAL_IMBALANCE_CONFLICTS_WITH_SHORT"",""BROAD_3D_7D_FLOW_CONFLICTS_WITH_LOCAL_SELLING""]","[""late_chase_near_local_extrema"",""high_confidence_support_near_tp1_and_intersecting_tp2_path"",""entry_inside_recovered_degraded_significant_zone"",""positive_signal_imbalance"",""broad_accumulation_context_conflict"",""reconstructed_partial_snapshot"",""degraded_multi_day_data"",""market_poc_unavailable""]","The short agrees with strong local selling, markdown structure, and price below VWAP/POC references, but the actual fill follows an approximately 1% hourly decline and sits near the 60m, 240m, and 1d lows. A high-confidence support zone begins essentially at TP1 and obstructs TP2, while positive signal imbalance and broader 3d/7d accumulation flow weaken continuation confidence. This is a late short with insufficient fresh edge.","{""input_tokens"":7698,""input_tokens_details"":{""cache_write_tokens"":7695,""cached_tokens"":0},""output_tokens"":706,""output_tokens_details"":{""reasoning_tokens"":413},""total_tokens"":8404}",
EX_EN_1782076213,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,4323b2e9dcfcaed4c01363f44bc1c782813471185a3f41c43311ba261740b7fc,2c95aae734b4aeee5bd6316fcaa4078e172286880c5267348036b89abf4e66d2,2026-09-24T18:28:11.451450+00:00,resp_0561d70259205a10016ab56bbbc39087d2b6a2f5075d63c611,SUPPORT,0.77,LOCAL_MARKDOWN_CONTINUATION_SHORT,"[""SHORT_ALIGNED_WITH_STRONG_LOCAL_SELL_FLOW"",""PRICE_BELOW_VWAP_ACROSS_5M_15M_30M_60M_240M_AND_1D"",""MULTI_HORIZON_PRICE_DECLINE_NEAR_RANGE_LOWS"",""SIGNAL_PRICE_BELOW_SIGNAL_VWAP_AND_POC"",""DISTRIBUTION_AND_MARKDOWN_STRUCTURE_SUPPORT_SHORT"",""ENTRY_TRACKED_SIGNAL_WITH_NEGLIGIBLE_CONVERSION_ADJUSTED_SLIPPAGE"",""DEFINED_1R_TP1_AND_2R_TP2_GEOMETRY"",""TP1_POSITIONED_JUST_BEFORE_QUALIFIED_SUPPORT""]","[""ENTRY_AFTER_EXTENDED_LOCAL_DECLINE_NEAR_INTRADAY_LOW"",""TP2_INTERSECTS_HIGH_CONFIDENCE_SUPPORT"",""STOP_LIES_WITHIN_CLUSTERED_SWING_HIGH_AND_DOUBLE_TOP_LIQUIDITY_ZONES"",""BROAD_3D_ACCUMULATION_CONTEXT_CONFLICTS_WITH_LOCAL_SELL_FLOW"",""ENTRY_AND_TP_PATH_OVERLAP_A_DEGRADED_SIGNIFICANT_ZONE"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""RECONSTRUCTED_PARTIAL_SNAPSHOT_WITH_DEGRADED_LONG_HORIZON_DATA"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","The executed short is supported by coherent local evidence: strong negative price and flow across 5m through 240m, closes near horizon lows, persistent trading below VWAP, and medium-confidence distribution/markdown classifications. Execution closely matched the converted signal price and retained clear 1R/2R geometry. TP1 sits just above qualified support and is structurally more credible than TP2, which enters that support. Quality is reduced by chasing an already extended decline, a stop embedded in overhead liquidity, conflicting 3d accumulation context, and the reconstructed/degraded snapshot.","{""input_tokens"":7447,""input_tokens_details"":{""cache_write_tokens"":7444,""cached_tokens"":0},""output_tokens"":957,""output_tokens_details"":{""reasoning_tokens"":548},""total_tokens"":8404}",
EX_EN_1782306796,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,6878ad058e0b633b873156883498269e7e0fd9d45d7867c856f926f9509d3f6e,f51761dff9382fe8e44e02a5c90d742d395fc7eb2521d5c4883a1971cd539ca4,2026-09-24T18:28:29.557610+00:00,resp_073e66f8e4a99a7b016ab56bcdd49887d280eb097c7396ce99,SUPPORT,0.67,bearish_momentum_continuation_into_nearby_support,"[""FAILED_BREAKOUT_SELLER_RECLAIM"",""BEARISH_MULTI_HORIZON_MOMENTUM"",""PRICE_BELOW_VWAP_AND_SIGNAL_POC"",""PRECISE_SIGNAL_TO_FILL_ALIGNMENT"",""RESISTANCE_ABOVE_SUPPORTS_SHORT_INVALIDATION"",""DOWNSIDE_SUPPORT_LIMITS_REWARD_QUALITY""]","[""ENTRY_NEAR_MULTI_HORIZON_RANGE_LOWS"",""ACTIVE_DOUBLE_BOTTOM_LIQUIDITY_0.064R_BELOW_ENTRY"",""SIGNIFICANT_SUPPORT_BEGINS_0.393R_BELOW_ENTRY"",""TP1_AND_TP2_PATHS_INTERSECT_HIGH_CONFIDENCE_SUPPORT"",""ROLLING_REGIME_CHOP_LOW_CONFIDENCE"",""PARTIAL_RECONSTRUCTED_SNAPSHOT"",""RECOVERED_DEGRADED_LONG_HORIZON_DATA"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","SUPPORT the short direction with moderate confidence. The fill closely matched the quote-adjusted signal price, while seller-reclaim structure, negative price action across 5m through 7d, and trading below horizon VWAPs and the signal POC provide bearish alignment. Entry quality is constrained by an already extended position near range lows: active double-bottom liquidity sits just below entry and high-confidence support begins about 0.39R lower, obstructing both targets and weakening the nominal 1R/2R geometry. Partial reconstructed and degraded evidence further caps confidence.","{""input_tokens"":7478,""input_tokens_details"":{""cache_write_tokens"":7475,""cached_tokens"":0},""output_tokens"":859,""output_tokens_details"":{""reasoning_tokens"":516},""total_tokens"":8337}",
EX_EN_1782306796,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,6878ad058e0b633b873156883498269e7e0fd9d45d7867c856f926f9509d3f6e,0ea633d4fd419a1929b56af492ac00580eded1046556a5d1da172ff7855f6ff4,2026-09-24T18:28:43.212256+00:00,resp_027e8fc040a0622a016ab56bdb8ca087d2abb26d33fa33e603,REJECT,0.86,exhaustion,"[""SHORT_ALIGNS_WITH_NEGATIVE_DELTA_AND_BELOW_VWAP"",""FAILED_BREAKOUT_SELLER_RECLAIM_FAVORS_DOWNSIDE"",""ENTRY_IS_LATE_NEAR_60M_240M_AND_BROAD_RANGE_LOWS"",""ACTIVE_DOUBLE_BOTTOM_LIQUIDITY_IMMEDIATELY_BELOW_ENTRY"",""HIGH_CONFIDENCE_SUPPORT_OPPOSES_BOTH_TARGET_PATHS"",""SIGNAL_IMBALANCE_CONFLICTS_WITH_SHORT_CONTINUATION"",""TP1_REQUIRES_TRADING_THROUGH_SUPPORT_FOR_ONLY_1R""]","[""LATE_CHASE_AFTER_SHARP_SELL_OFF"",""ENTRY_ONLY_0.064R_ABOVE_ACTIVE_DOUBLE_BOTTOM_ZONE"",""SIGNIFICANT_SUPPORT_BEGINS_ABOUT_0.39R_BELOW_ENTRY"",""PRICE_STRETCHED_BELOW_VWAP_ACROSS_MULTIPLE_HORIZONS"",""POC_UNAVAILABLE_IN_CANONICAL_HORIZONS"",""RECONSTRUCTED_PARTIAL_SNAPSHOT"",""DEGRADED_ZONE_AND_30D_DATA""]","The bearish structure, negative flow, and below-VWAP positioning support the direction, but the executed short is a late chase near multi-horizon lows. Immediate double-bottom liquidity and high-confidence support obstruct continuation well before TP1, while positive signal imbalance adds conflict. The entry quality is therefore unfavorable despite the broader bearish trend.","{""input_tokens"":7707,""input_tokens_details"":{""cache_write_tokens"":7704,""cached_tokens"":0},""output_tokens"":580,""output_tokens_details"":{""reasoning_tokens"":270},""total_tokens"":8287}",
EX_EN_1782306796,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,6878ad058e0b633b873156883498269e7e0fd9d45d7867c856f926f9509d3f6e,4e395fbcde6e55bff3ea564cb6f53ed856c5949b6c0ecf328053b49f24493386,2026-09-24T18:28:52.323348+00:00,resp_0789d9b912e898b0016ab56be49a8087d294eeaac34c169505,REJECT,0.78,bearish_momentum_continuation_into_nearby_support,"[""BEARISH_MULTI_HORIZON_ALIGNMENT"",""SELLER_RECLAIM_STRUCTURE"",""ENTRY_BELOW_VWAP_ACROSS_HORIZONS"",""NEGATIVE_SIGNAL_DELTA"",""ACCEPTABLE_1R_2R_NOMINAL_GEOMETRY"",""SHORT_ENTERED_NEAR_RANGE_LOW"",""IMMEDIATE_DOUBLE_BOTTOM_LIQUIDITY_OBSTACLE"",""HIGH_CONFIDENCE_SUPPORT_BEFORE_TP1"",""TARGET_PATH_CROSSES_SIGNIFICANT_SUPPORT""]","[""TP1_ONLY_1_TO_1_REWARD_RISK"",""ACTIVE_SUPPORT_LIQUIDITY_0_064R_BELOW_ENTRY"",""QUALIFIED_SUPPORT_BEGINS_0_393R_BELOW_ENTRY"",""ENTRY_AFTER_SHARP_DOWNSIDE_EXTENSION"",""CHOP_REGIME_LOW_CONFIDENCE"",""PARTIAL_RECONSTRUCTED_ASSESSMENT"",""EXACT_JUDGE_CUTOFF_UNAVAILABLE"",""RECOVERED_DEGRADED_DATA_PRESENT"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","REJECT despite strong bearish alignment: the short agreed with negative flow, seller-reclaim structure, and prices below VWAP across observed horizons, while the initial stop and targets provided nominal 1R/2R geometry. However, execution occurred near the lows after a sharp decline, with active double-bottom liquidity only about 0.064R below entry and high-confidence support beginning about 0.393R below entry. That support intersects both target paths, materially weakening the practical quality of the 1R TP1 and increasing bounce risk. Partial reconstruction and degraded evidence reduce certainty but do not outweigh the poor location.","{""input_tokens"":7456,""input_tokens_details"":{""cache_write_tokens"":7453,""cached_tokens"":0},""output_tokens"":770,""output_tokens_details"":{""reasoning_tokens"":402},""total_tokens"":8226}",
EX_EN_1782477849,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,9eb0bb2fc59c7c61589ee8e91f7bd28cacc89bf7f99665798a6540b99ee9c87c,f753fbadd4038c0f868ca43b775ecf2d4ae1fa8a8828bcab8cbe5abb3a81d697,2026-09-24T18:29:03.857414+00:00,resp_0083d45bcc6504ca016ab56bf01cf087d2a374794fb3e6a707,SUPPORT,0.78,SHORT_MOMENTUM_CONTINUATION,"[""SHORT_ALIGNS_WITH_HIGH_CONFIDENCE_EXPANSION_DOWN"",""BEARISH_MOMENTUM_ACROSS_5M_TO_30D_HORIZONS"",""PRICE_BELOW_VWAP_ACROSS_ALL_REPORTED_HORIZONS"",""NEGATIVE_SIGNAL_DELTA"",""EXECUTION_PRICE_FAVORABLE_VS_QUOTE_ADJUSTED_SIGNAL_PRICE"",""TP2_OFFERS_ABOVE_2R_REWARD""]","[""ENTRY_NEAR_SHORT_TERM_AND_MULTI_HOUR_RANGE_LOWS"",""DOWNSIDE_LIQUIDITY_ZONES_INTERSECT_TARGET_PATH"",""TP1_REWARD_RISK_ONLY_1.11R"",""ENTRY_INSIDE_RECOVERED_DEGRADED_SIGNIFICANT_ZONE"",""PARTIAL_RECONSTRUCTED_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""DEGRADED_LONGER_HORIZON_DATA"",""USDT_TO_USDC_CONVERSION_APPROXIMATE"",""POC_DISTRIBUTION_UNAVAILABLE""]","The executed short has a clear directional edge: high-confidence market and structure states are EXPANSION_DOWN, every reported horizon is negative and below VWAP, and the signal delta is bearish. The actual USDC entry is also better for a short than the quote-adjusted signal price, while TP2 provides about 2.16R. Quality is reduced by entry near range lows, downside liquidity/support along the target path, modest 1.11R to TP1, and reconstructed/degraded evidence.","{""input_tokens"":7762,""input_tokens_details"":{""cache_write_tokens"":7759,""cached_tokens"":0},""output_tokens"":661,""output_tokens_details"":{""reasoning_tokens"":321},""total_tokens"":8423}",
EX_EN_1782477849,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,9eb0bb2fc59c7c61589ee8e91f7bd28cacc89bf7f99665798a6540b99ee9c87c,5bc1605b6a1da4d58d4038b72c05096c945aabbca444da6666d8a12b70b3c269,2026-09-24T18:29:15.953454+00:00,resp_0cf48dd54df4de60016ab56bfc2a5087d28078ead62f8c8a1c,REJECT,0.82,exhaustion,"[""short_entry_is_late_chase_after_sharp_selloff"",""entry_near_5m_15m_60m_240m_range_lows"",""active_downside_liquidity_and_double_bottom_zones_oppose_continuation"",""tp1_reward_risk_is_only_1.11R"",""local_open_interest_contraction_suggests_liquidation_driven_flush"",""bearish_structure_delta_and_vwap_alignment_are_already_stretched""]","[""active_double_bottom_liquidity_near_tp1"",""significant_mixed_zone_intersects_target_path"",""broad_horizon_data_recovered_degraded"",""exact_assessment_cutoff_unavailable"",""canonical_horizon_poc_unavailable""]","The short aligns with expansion-down structure, negative delta, and prices below signal and horizon VWAPs, but the executed entry is effectively at the 5m through 240m lows after an abrupt decline. Immediate downside swing-low and double-bottom liquidity obstructs the target path, while TP1 offers only 1.11R. This is a stretched continuation chase rather than a fresh high-quality entry.","{""input_tokens"":7991,""input_tokens_details"":{""cache_write_tokens"":7988,""cached_tokens"":0},""output_tokens"":1062,""output_tokens_details"":{""reasoning_tokens"":801},""total_tokens"":9053}",
EX_EN_1782477849,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,9eb0bb2fc59c7c61589ee8e91f7bd28cacc89bf7f99665798a6540b99ee9c87c,b6ea85d9e0ec37738494858c448a22721c53b1fbda75e6b1fd4ea5fe717a7a43,2026-09-24T18:29:30.261665+00:00,resp_0c4ce1c2b118c92b016ab56c0ab54087d296a805a2cf2021e8,SUPPORT,0.75,BEARISH_MOMENTUM_CONTINUATION_SHORT,"[""SHORT_ALIGNED_WITH_HIGH_CONFIDENCE_EXPANSION_DOWN_REGIME"",""BEARISH_PRICE_AND_DELTA_ACROSS_MULTIPLE_RAW_HORIZONS"",""ENTRY_BELOW_SIGNAL_VWAP_AND_MULTI_HORIZON_VWAPS"",""ACTUAL_ENTRY_GEOMETRY_FAVORABLE_VERSUS_CONVERTED_SIGNAL_PRICE"",""OVERHEAD_RESISTANCE_SUPPORTS_SHORT_INVALIDATION_STRUCTURE"",""TP2_OFFERS_ABOVE_2R_REWARD""]","[""TP1_REWARD_RISK_ONLY_1.11R"",""ENTRY_FOLLOWS_SHARP_DOWNSIDE_EXTENSION_NEAR_LOCAL_RANGE_LOW"",""ACTIVE_DOWNSIDE_LIQUIDITY_ZONES_MAY_IMPEDE_TARGET_PATH"",""STOP_POSITIONED_WITHIN_BROAD_SIGNIFICANT_RESISTANCE_ZONE"",""RECONSTRUCTED_PARTIAL_SNAPSHOT_WITH_DEGRADED_LONG_HORIZONS"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""PRICE_VOLUME_POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","SUPPORT: The executed short was directionally consistent with a high-confidence expansion-down regime, broad negative price action and delta, and prices materially below VWAP across relevant horizons. Entry conversion and geometry were acceptable, with TP2 at about 2.16R and overhead resistance providing a logical invalidation area. Quality is reduced by the late, near-range-low entry, modest 1.11R TP1, multiple active downside liquidity zones, and reconstructed/degraded context.","{""input_tokens"":7740,""input_tokens_details"":{""cache_write_tokens"":7737,""cached_tokens"":0},""output_tokens"":809,""output_tokens_details"":{""reasoning_tokens"":467},""total_tokens"":8549}",
EX_EN_1782740830,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,6273299e52ad269f79b87d56f9ba59a1974843f234c561804d349173c9021504,b4ce7a3bd33e359f07ec9ea3542e538f9a4c1b6f8dc034e72af6ed9b5966ae5b,2026-09-24T18:29:45.616641+00:00,resp_0957f442b48bd8a4016ab56c19e0bc87d2b2b377411f6cb524,SUPPORT,0.72,bearish_momentum_continuation_short,"[""SHORT_ALIGNS_WITH_EXPANSION_DOWN_REGIME"",""BELOW_VWAP_ACROSS_ALL_REPORTED_HORIZONS"",""BROAD_AND_LOCAL_PRICE_MOMENTUM_BEARISH"",""NEGATIVE_SIGNAL_DELTA_SUPPORTS_SELL_PRESSURE"",""NEARBY_OVERHEAD_RESISTANCE_SUPPORTS_SHORT_INVALIDATION"",""ACTUAL_FILL_PRICE_FAVORABLE_VS_CONVERTED_SIGNAL_PRICE"",""TP1_REWARD_RISK_ONLY_1_16R"",""DOWNSIDE_PATH_CROSSES_MULTIPLE_LIQUIDITY_ZONES""]","[""ENTRY_AFTER_SHARP_DECLINE_NEAR_LOCAL_RANGE_LOW"",""MULTIPLE_REACTED_OR_ACTIVE_SWING_LOW_ZONES_BELOW_ENTRY"",""SIGNIFICANT_ZONE_OVERLAPS_ENTRY_TO_TARGET_PATH"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""RECONSTRUCTED_PARTIAL_SNAPSHOT"",""DEGRADED_7D_30D_AND_ZONE_DATA"",""MARKET_CUTOFF_PRECEDES_OBSERVED_FILL_TIME"",""POC_UNAVAILABLE_IN_MARKET_MONITOR""]","SUPPORT the executed short with moderate confidence. The fill aligns with medium-confidence expansion-down structure, strong 15m-7d bearish momentum, negative signal delta, and price below VWAP across every reported horizon. The actual fill was also about 104 USDC above the converted signal price, improving short geometry. Edge is tempered by entry near recent range lows after a sharp selloff, several downside liquidity/support zones, only 1.16R to TP1, and reconstructed/degraded evidence with no exact assessment cutoff.","{""input_tokens"":7788,""input_tokens_details"":{""cache_write_tokens"":7785,""cached_tokens"":0},""output_tokens"":643,""output_tokens_details"":{""reasoning_tokens"":282},""total_tokens"":8431}",
EX_EN_1782740830,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,6273299e52ad269f79b87d56f9ba59a1974843f234c561804d349173c9021504,7894675bc0e6bf8b7c1259e78b302a3c6380bc9b56e9429797b6aafb44c99c0e,2026-09-24T18:29:57.078501+00:00,resp_0ff67f9dcf2ed521016ab56c25492887d2b66146e06eea922c,REJECT,0.78,exhaustion,"[""short_aligned_with_expansion_down_structure"",""price_below_signal_and_canonical_vwaps"",""negative_delta_supports_selling_pressure"",""entry_late_near_60m_and_240m_lows"",""multiple_downside_liquidity_zones_oppose_continuation"",""tp1_requires_break_below_observed_30d_low"",""tp1_reward_risk_only_1.16R""]","[""late_chase_after_sharp_local_decline"",""entry_inside_significant_mixed_rebalance_zone"",""immediate_reacted_swing_low_support"",""high_confidence_double_bottom_liquidity_below_entry"",""partial_reconstructed_snapshot"",""recovered_degraded_long_horizon_data"",""canonical_poc_unavailable""]","The short agrees with bearish structure, negative flow, and price trading below VWAP, but the executed entry is a late chase near the 60m/240m lows. Several reacted swing-low and double-bottom liquidity zones obstruct the downside, while TP1 lies beyond the observed 30d low for only 1.16R. The continuation edge is not strong enough at this fill.","{""input_tokens"":8017,""input_tokens_details"":{""cache_write_tokens"":8014,""cached_tokens"":0},""output_tokens"":602,""output_tokens_details"":{""reasoning_tokens"":339},""total_tokens"":8619}",
EX_EN_1782740830,C_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,6273299e52ad269f79b87d56f9ba59a1974843f234c561804d349173c9021504,de354574e2bfe35f0aadecf184401bc079154d909fde523e7d91a708ad8ec14b,2026-09-24T18:30:08.591941+00:00,resp_0ac4d80a32d6b460016ab56c30cb0887d29b4d710e64d33fbc,SUPPORT,0.72,bearish_momentum_continuation_short,"[""BEARISH_MULTI_HORIZON_ALIGNMENT"",""EXPANSION_DOWN_REGIME"",""PRICE_BELOW_VWAP_ACROSS_KEY_HORIZONS"",""NEGATIVE_SIGNAL_DELTA"",""FAVORABLE_SHORT_ENTRY_SLIPPAGE"",""TP2_REWARD_RISK_ABOVE_2R"",""OVERHEAD_RESISTANCE_SUPPORTS_SHORT_THESIS""]","[""TP1_REWARD_RISK_ONLY_1.16R"",""ENTRY_AFTER_SHARP_DOWNSIDE_EXTENSION"",""MULTIPLE_DOWNSIDE_LIQUIDITY_ZONES_IN_TARGET_PATH"",""TP1_BELOW_RECENT_1D_LOW"",""TP2_BEYOND_30D_LOW"",""STOP_INSIDE_BROAD_RESISTANCE_ZONE"",""PARTIAL_RECONSTRUCTED_SNAPSHOT"",""EXACT_ASSESSMENT_CUTOFF_UNKNOWN"",""DEGRADED_LONG_HORIZON_DATA"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","SUPPORT: The short aligned with an EXPANSION_DOWN market and structure state, broad negative price action, and price trading below VWAP on the principal intraday through multi-day horizons. The actual fill was higher than the quote-adjusted signal price, improving short-side geometry, while TP2 offered about 2.24R. Quality is not exceptional: the entry followed a sharp decline near local range lows, several swing-low and liquidity zones obstructed the target path, TP1 offered only 1.16R, and both targets required substantial downside extension. The stop also sat within broad overhead resistance rather than clearly beyond it. Reconstruction and degraded longer-horizon data reduce confidence, but the contemporaneous directional evidence still supports the executed setup.","{""input_tokens"":7766,""input_tokens_details"":{""cache_write_tokens"":7763,""cached_tokens"":0},""output_tokens"":751,""output_tokens_details"":{""reasoning_tokens"":377},""total_tokens"":8517}",
EX_EN_1784376441,A_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,849544465c1d67559198f43e63f22fe544056630d87abc7332cee3f1ea085c19,6a931999853f113ddf3064624b24bdfcb411fe33ff6a6eb480df1dafbdd94d76,2026-09-24T18:30:20.715772+00:00,resp_042b88251afd279a016ab56c3ce15887d28b46bc906cbe999c,SUPPORT,0.72,LONG_MOMENTUM_CONTINUATION,"[""LONG_ALIGNED_WITH_EXPANSION_UP_STRUCTURE"",""POSITIVE_5M_TO_240M_PRICE_MOMENTUM"",""PRICE_ABOVE_SHORT_AND_DAILY_VWAP"",""ACTUAL_ENTRY_IMPROVED_VERSUS_CONVERTED_SIGNAL_PRICE"",""TP1_BEFORE_NEAREST_HIGH_CONFIDENCE_RESISTANCE"",""ACCEPTABLE_INITIAL_REWARD_RISK""]","[""ENTRY_NEAR_UPPER_END_OF_INTRADAY_AND_DAILY_RANGES"",""TP2_INTERSECTS_HIGH_CONFIDENCE_RESISTANCE"",""STOP_LIES_WITHIN_CLUSTERED_SUPPORT_AND_LIQUIDITY_AREA"",""THREE_DAY_CONTEXT_REMAINS_NEGATIVE"",""RECONSTRUCTED_PARTIAL_SNAPSHOT"",""DEGRADED_LONG_HORIZON_DATA"",""EXACT_ASSESSMENT_CUTOFF_UNAVAILABLE"",""POC_UNAVAILABLE_FOR_MARKET_HORIZONS""]","SUPPORT for the executed long: the fill improved on the quote-converted signal price, short-to-daily momentum and the medium-confidence structure favor upside, and TP1 offers 1.31R before the nearest high-confidence resistance. Conviction is moderated by an extended range position, TP2 entering resistance, a stop embedded in clustered downside liquidity/support, mixed three-day context, and reconstructed degraded evidence.","{""input_tokens"":7295,""input_tokens_details"":{""cache_write_tokens"":7292,""cached_tokens"":0},""output_tokens"":814,""output_tokens_details"":{""reasoning_tokens"":516},""total_tokens"":8109}",
EX_EN_1784376441,B_CANONICAL,gpt-5.6-sol,gpt-5.6-sol,medium,849544465c1d67559198f43e63f22fe544056630d87abc7332cee3f1ea085c19,88b5bc7051322e423a7db6b7a9020ae6ed9f7a98647ff12968fd28d7f379c8a2,2026-09-24T18:30:33.682489+00:00,resp_014ba9d71a4a55c5016ab56c49f29887d2a4cdf1495ca9d4fd,UNCLEAR,0.78,noisy_peak,"[""local_flow_supports_long"",""expansion_up_structure"",""entry_improved_vs_signal"",""entry_near_60m_240m_and_1d_highs"",""high_confidence_double_top_liquidity_before_tp1"",""broad_flow_conflicts_with_local_momentum"",""tp2_intersects_significant_resistance""]","[""late_chase_risk"",""immediate_overhead_liquidity"",""1d_price_rise_with_negative_delta_and_falling_open_interest"",""3d_negative_price_delta_and_open_interest"",""entry_extended_above_signal_and_1d_vwap"",""reconstructed_partial_snapshot"",""degraded_7d_and_30d_data"",""poc_unavailable_for_market_horizons""]","The long has fresh local buying pressure, positive short-horizon delta, and expansion-up structure, with an improved fill. However, the entry is already near the 60m, 240m, and 1d highs, while a high-confidence double-top liquidity zone sits only about 0.27% above entry and before TP1. Negative 1d/3d delta and falling open interest suggest the rise may be partly short-covering, and significant resistance obstructs TP2. Mixed broad context plus reconstructed/degraded evidence prevents a reliable directional edge.","{""input_tokens"":7524,""input_tokens_details"":{""cache_write_tokens"":7521,""cached_tokens"":0},""output_tokens"":687,""output_tokens_details"":{""reasoning_tokens"":394},""total_tokens"":8211}",
